PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
oYToW,r1bq1rk1/1p2pp1p/p5p1/2pP3n/3bPP2/2N4P/PPB3PN/R2Q1RK1 w - - 2 16,g1h1 h5g3,762,83,98,427,mate mateIn1 oneMove opening,https://lichess.org/yp67WrQJ#31,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
oaYpI,rn1q1rk1/ppp1pp1p/6p1/1P1p1b2/P1P1n3/3BP3/2QP1PPP/RN2K1NR w KQ - 4 10,d3e4 f5e4 d2d3 e4g2,1317,77,88,511,crushing opening short,https://lichess.org/DvvBImtn#19,Polish_Opening Polish_Opening_Kings_Indian_Variation
odoGA,1rbq1rk1/1p2ppbp/p2p1np1/2B5/2P1P3/2N2P1N/PP1Q2PP/1K1R1B1R b - - 0 12,d6c5 d2d8 f8d8 d1d8,593,101,95,713,crushing opening short,https://lichess.org/jetwwSJM/black#24,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
odvBt,r2qkb1r/p1pb2pp/5n2/5p2/8/2Qp2P1/PP3P1P/RNB1NRK1 b kq - 2 12,d7b5 c3e5 f8e7 e5b5,1041,77,89,696,advantage fork opening short,https://lichess.org/KdEkVZk5/black#24,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
ohUG1,r2qkbnr/p4ppp/2p1p3/3P4/6b1/6P1/PP2PPBP/RNBQK2R b KQkq - 0 8,c6d5 d1a4 d8d7 a4g4,1159,82,66,148,advantage fork opening short,https://lichess.org/zVhyrjla/black#16,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
ojmfs,rn1q1rk1/pp2ppbp/6p1/4P2n/2PQ2b1/2N2N2/PP2B1PP/R1B2RK1 b - - 0 11,g4f3 d4d8 f8d8 e2f3,1392,74,96,8797,advantage intermezzo opening short,https://lichess.org/DsFyfxaN/black#22,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
okGHl,r1bqr1k1/ppp2pb1/3p1npp/3P4/2P2B2/2N2B2/PP3PPP/R2QR1K1 b - - 1 13,c8g4 e1e8 d8e8 f3g4,1738,75,96,2067,crushing kingsideAttack opening short,https://lichess.org/1qVTFRX6/black#26,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
omgck,rnbq1rk1/3pppbp/p1p2Pp1/2P5/3P4/2p1BN1P/PP3PP1/R2QKB1R b KQ - 0 10,c3b2 f6g7 g8g7 a1b1,1490,75,85,2091,advancedPawn crushing opening short,https://lichess.org/wghA9eQw/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
ooKJS,rnq1r1k1/p2bppbp/2p3p1/1p6/1n1P4/1PNBPN1P/PB3PP1/2RQR1K1 w - - 6 15,c3b5 b4d3 d1d3 c8a6,1975,78,92,1537,advantage opening short,https://lichess.org/EjLbb4Dp#29,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
oqcaG,r2qk2r/pbp2pbp/1pnp1np1/3P4/2P5/2NBBN2/PP3PPP/R2Q1RK1 b kq - 0 10,c6b4 d1a4 d8d7 a4b4,1086,79,93,2005,advantage fork opening short,https://lichess.org/BocT93wi/black#20,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
oqvnt,rnb2rk1/ppp1ppbp/8/4P2Q/2q5/2N5/PP2NPPP/R1B1K2R w KQ - 0 11,e1g1 c8g4 h5g5 g4e2 c3e2 c4e2,1338,74,92,5533,advantage long opening,https://lichess.org/m8h4dYei#21,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
os1VK,r1bqr1k1/pp1n1pbp/3p2p1/3P4/2p1PPn1/2NB1N1P/PP4P1/R1BQR1K1 w - - 0 13,d3c4 d8b6 c1e3 g4e3,1609,76,86,165,advantage opening short,https://lichess.org/NJL1968P#25,Kings_Indian_Defense Kings_Indian_Defense_Four_Pawns_Attack
otXZx,r3rnk1/ppp2pbp/3p1qp1/8/2PPP1b1/1PN3P1/P1Q2PBP/R1B2RK1 w - - 1 15,f2f3 f6d4 f1f2 d4c3,1384,76,92,1246,advantage opening short,https://lichess.org/9JEuJCTt#29,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
p34qN,rnbqr1k1/ppp2pbp/3p1np1/4p3/2PP4/2NBPN1P/PP3PP1/R1BQK2R w KQ - 0 8,e1g1 e5e4 d3c2 e4f3,1273,75,93,2508,advantage fork opening short,https://lichess.org/NlLOgknQ#15,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
p6ANi,r1b2rk1/1pqnppb1/p2p2pp/4n1N1/2P5/1PN1P3/P3BPPP/R1BQ1RK1 w - - 0 14,g5f3 e5f3 e2f3 g7c3,1019,83,91,123,advantage discoveredAttack opening short,https://lichess.org/1PEcfxcW#27,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
pC0jp,rn2k2r/p1p2pp1/bp2pq1p/2b5/2N1P3/5NP1/PPP1QP1P/R3KB1R w KQkq - 0 11,e1c1 a6c4 e2c4 f6f3,1444,74,95,4296,crushing master opening short,https://lichess.org/XDsG115g#21,French_Defense French_Defense_Kings_Indian_Attack
pC8aZ,r1q1nr1k/p1pn2pp/1p2B3/4N3/4Q3/2P3P1/PP3b1P/R1B1R2K b - - 1 19,d7c5 e5g6 h7g6 e4h4,1811,78,71,157,kingsideAttack mate mateIn2 opening sacrifice short,https://lichess.org/jnHYzTmO/black#38,French_Defense French_Defense_Kings_Indian_Attack
pFG8X,r2q1rk1/ppp1n1bp/3p2p1/3Ppb2/1PP3n1/2N2N2/P2BBPPP/R2QK2R w KQ - 0 12,f3g5 g4f2 e1f2 f5c2 e2f3 c2d1,1697,76,93,5975,advantage attackingF2F7 discoveredAttack long opening pin sacrifice,https://lichess.org/fd45RCKg#23,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
pGhjp,r1bqk2r/pp1n1pbp/2p1p1p1/8/2PPp3/BP2P3/P2NBPPP/R2QK2R w KQkq - 4 12,d2e4 d8a5 b3b4 a5a3,950,83,95,3953,advantage fork opening short,https://lichess.org/Ew3ozKM6#23,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
pIFoC,rnb1k2r/pp2npbp/1q2p1p1/2pp3P/4P3/3P1NP1/PPP1QP2/RNB1KB1R w KQkq - 1 8,h5h6 g7b2 c1b2 b6b2,1407,76,93,3636,crushing master masterVsMaster opening short,https://lichess.org/Vmz6XNiy#15,French_Defense French_Defense_Kings_Indian_Attack
pMQ7M,r1bq1rk1/2n2pbp/2p3p1/2P1p3/Pp1pP3/1N2BP2/1P2B1PP/R2Q1RK1 w - - 2 18,e3d2 d4d3 e2d3 d8d3,1181,78,89,207,advantage opening short trappedPiece,https://lichess.org/2n6be14y#35,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
pQoey,r1bqnrk1/ppp1n1bp/3p2p1/3Ppp2/2P1P3/2N1BNP1/PP3PBP/R2Q1RK1 w - - 0 11,f3d2 f5f4 g3f4 e5f4,1279,74,93,1275,advantage opening short,https://lichess.org/sKFcCxwF#21,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
pRAH9,r2q1rk1/ppp1bppp/2n2nb1/3Np1B1/4P3/5NP1/PPP2PBP/R2Q1RK1 b - - 6 10,f6e4 d5e7 c6e7 d1d8 f8d8 g5e7,1889,75,96,10119,advantage capturingDefender discoveredAttack intermezzo kingsideAttack long opening,https://lichess.org/Lb3TIf7N/black#20,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
pSSvV,r2qr1k1/pbpn1pbp/1p1p1np1/4p3/2PP4/P1NBPN1P/1P1B1PP1/R2Q1RK1 w - - 0 11,d4d5 e5e4 d3e2 e4f3,1197,76,88,570,advantage fork opening short,https://lichess.org/xUyRS3M8#21,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
pTwkM,r1bq1rk1/pp3ppp/2nbp3/2p5/4P3/1P3NP1/P1P2PBP/R1BQ1RK1 b - - 0 10,d8f6 c1g5 f6a1 d1a1,1831,78,83,786,crushing opening short,https://lichess.org/0yji2hCf/black#20,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
pTzFR,rnbqkb1r/pp3ppp/2p1pn2/3p4/4P3/3P1NP1/PPPN1P1P/R1BQKB1R b KQkq - 0 5,f8d6 e4e5 d6e7 e5f6,1267,76,92,2043,advantage fork opening short,https://lichess.org/pvoxYC3e/black#10,French_Defense French_Defense_Kings_Indian_Attack
pU6DF,r2qkb1r/p3nppp/2p5/2p2b2/3pN3/3P2P1/PPP1QP1P/R1B1K1NR w KQkq - 2 10,e4c5 d8a5 c1d2 a5c5,1139,77,78,299,advantage fork opening short,https://lichess.org/2yVCbG8S#19,French_Defense French_Defense_Kings_Indian_Attack
pVFCF,r2q1rk1/p3bppp/1pb1p3/2pnN3/8/3P2P1/PPP2PBP/R1BQ1RK1 b - - 1 12,a8c8 e5c6 c8c6 c2c4 c6d6 c4d5,1958,76,94,4056,crushing long opening,https://lichess.org/XnelVT6u/black#24,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
pYUfq,r1b2rk1/1ppn2bp/3p2q1/p1nPp3/2P1P3/2N1B3/PP2BP2/R2QK1NR w KQ - 0 14,d1c2 g6g2 e1c1 g2h1,1574,77,53,298,advantage opening short,https://lichess.org/TpWI4pa4#27,Kings_Indian_Defense Kings_Indian_Defense_Semi-Averbakh_System
pb5US,r1b1r1k1/ppp1qpp1/2nb1n1p/3p4/3P3B/P1N2N1P/1PP1BPP1/R2QK2R w KQ - 2 12,c3d5 e7e2 d1e2 e8e2 e1e2 f6d5,1739,75,93,1063,advantage long opening,https://lichess.org/eGC3ILhn#23,French_Defense French_Defense_Kings_Indian_Attack
pcvlC,1k1rq1nr/pb3pQp/1pN2b2/2pP4/1n6/3P2P1/PP1N1PBP/R1B1R1K1 b - - 2 15,b7c6 e1e8 f6g7 e8d8,1337,75,91,888,crushing master opening queensideAttack short,https://lichess.org/xUhXH8Fv/black#30,French_Defense French_Defense_Kings_Indian_Attack
pdNIO,r2qk2r/pb1n1ppp/1p3n2/2b5/3NN3/6P1/PP3PBP/R1BQR1K1 b kq - 0 12,f6e4 g2e4 b7e4 e1e4,1503,77,94,3173,crushing opening short,https://lichess.org/tbOmFHHk/black#24,Kings_Indian_Attack Kings_Indian_Attack_Sicilian_Variation
phdRY,r1bqk2r/p3ppbp/5np1/3p4/2P5/6P1/PP3PBP/RNBQ1RK1 b kq - 0 10,c8a6 d1a4 d8d7 a4a6,1178,78,88,908,crushing fork opening short,https://lichess.org/Lv7MGD7O/black#20,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
pkfcK,r2qn1k1/ppp3bp/3p2p1/2nPpr2/2P5/2N2N2/PP3PPP/R1BQ1RK1 w - - 0 13,c1g5 f5g5 f3g5 d8g5,1355,74,82,810,advantage opening short,https://lichess.org/XYxkidHr#25,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
pl4ro,r1bqnrk1/ppp2pbp/6p1/2PB4/5B2/2N5/PP3PPP/R2Q1RK1 b - - 0 14,c7c6 d5f7 g8f7 d1d8,1040,83,80,108,crushing discoveredAttack kingsideAttack opening short,https://lichess.org/YjV8fg1M/black#28,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
pph0a,r2q1rk1/pbp2pb1/1pn3pp/4p2n/2P1P3/2N2N1P/PPQB1PP1/2KR1B1R w - - 4 13,d2h6 g7h6,846,85,92,877,advantage hangingPiece oneMove opening,https://lichess.org/xbJRITug#25,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
ps8QX,r1bqr1k1/pppn1pb1/3p1npp/4p3/2PP3B/2NBPN2/PP3PPP/R2Q1RK1 w - - 0 10,h4g3 e5e4 d3e2 e4f3,1236,76,93,5874,advantage fork opening short,https://lichess.org/QLqXMwmX#19,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
ptIsR,r3kbnr/p1pq1pp1/1p6/3P1b2/3Q4/2NP2p1/PP2PPBP/R1B2RK1 w kq - 0 12,f2g3 f8c5 d4c5 b6c5,995,76,97,372,advantage opening pin short,https://lichess.org/RSQ59Led#23,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
puC5p,r1bq1rQk/ppp3pp/2n5/2b1p1N1/4n3/2P1p1P1/PP3PBP/R1B2RK1 b - - 1 13,f8g8 g5f7,745,87,85,417,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/HgH03CTC/black#26,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
pvI6T,r1bq1rk1/ppp2pbp/1n1p1np1/1N6/8/5NP1/PPQ1PPBP/R1B2RK1 w - - 2 11,b5c7 c8f5 c2d1 d8c7,1415,73,96,17935,advantage opening short,https://lichess.org/MMWjW7AO#21,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
pzG5w,rnbqr1k1/ppp2pbp/5np1/4p1B1/2P5/2N1PN2/PP2BPPP/R2QK2R w KQ - 0 9,c3e4 d8d1 a1d1 f6e4,1372,75,87,293,crushing opening short,https://lichess.org/URafyeNI#17,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
pzZ3A,rnbqnrk1/ppp3bp/3p2p1/3Ppp2/1PP1P3/2NBBP2/P2Q2PP/R3K1NR w KQ - 0 11,e3h6 d8h4 g2g3 h4h6,1145,75,98,1033,crushing opening short,https://lichess.org/jPNiCBP4#21,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
q1wt8,r1q1kb1r/pp1b1pp1/4pn2/Q2pN3/5B2/2NP2Pp/PP2PPBP/R4RK1 w kq - 0 15,g2h1 b7b6 e5d7 b6a5 d7f6 g7f6,1507,75,94,6893,advantage long opening trappedPiece,https://lichess.org/CEcmKjue#29,Kings_Indian_Attack Kings_Indian_Attack_Yugoslav_Variation
q5sM4,r1b1kb1r/ppq2ppp/2n1p3/2p1N3/3p4/3P2P1/PPPNQPBP/R1B2RK1 b kq - 0 10,c7e5 g2c6 b7c6 e2e5,1113,78,88,935,crushing intermezzo opening short,https://lichess.org/oa9qm1YU/black#20,French_Defense French_Defense_Kings_Indian_Attack
q6yBf,r1br2k1/ppp2pp1/3q3p/3Pn3/6n1/2N2N2/PP2BPPP/R2QR1K1 w - - 1 16,c3e4 e5f3 e2f3 d6h2,1140,75,96,3331,advantage discoveredAttack kingsideAttack opening short,https://lichess.org/Llwdoh0G#31,French_Defense French_Defense_Kings_Indian_Attack
q9K3W,r1bq1rk1/pp3pbp/2nppNp1/8/2PpP3/P2B1N2/1PQ2PPP/R1B1K2R b KQ - 0 10,d8f6 c1g5 f6g5 f3g5,1426,76,63,307,crushing opening short trappedPiece,https://lichess.org/O5qd1DuC/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
qApd7,r1bqnrk1/ppp2pbp/3p2p1/4n3/2P5/1P3NP1/P2NPPBP/R1BQ1RK1 w - - 1 10,c1b2 e5f3 d2f3 g7b2,808,93,80,290,advantage discoveredAttack opening short,https://lichess.org/vsPGOwdP#19,Indian_Defense Indian_Defense_Kings_Indian_Variation
qAx8E,r1bqnrk1/ppp3bp/3p2p1/4np2/2P5/1PN2NP1/PB2PPBP/R2Q1RK1 w - - 0 11,c3b5 e5f3 e2f3 g7b2,975,85,91,155,advantage discoveredAttack opening short,https://lichess.org/gi068wWJ#21,Kings_Indian_Defense Kings_Indian_Defense_Fianchetto_Variation
qG6xY,r1bq1rk1/ppp3bp/5np1/3PNp2/7B/4P2P/PP2BPP1/R2QK2R b KQ - 0 14,d8d5 e2c4 d5c4 e5c4,1377,76,92,2517,crushing opening pin short,https://lichess.org/zeUM4SlU/black#28,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
qKHft,r2qrnk1/pp1b1pbp/3p1np1/3p4/2P2P2/1PN3PP/PB2N1B1/R2Q1RK1 w - - 0 15,c3d5 f6d5 b2g7 d5e3,1568,79,93,5840,advantage intermezzo opening short,https://lichess.org/asvZiCFx#29,Indian_Defense Indian_Defense_Kings_Indian_Variation
qMewL,r1bqr1k1/ppp1ppbp/6p1/4n2n/2P3P1/2N1BN1P/PP3P2/R2QKB1R w KQ - 0 11,g4h5 d8d1 a1d1 e5f3,1651,74,96,6672,advantage opening short,https://lichess.org/VLZsyOuF#21,Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation
qX4oo,2rq1rk1/pb2ppbp/1p1p2p1/8/1PPNnB2/P3P3/4BPPP/2RQ1RK1 w - - 2 15,e2f3 e7e5 d4b5 e5f4 f3e4 b7e4,1750,74,97,6645,advantage fork long opening,https://lichess.org/XzXhcBGT#29,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
qaVdJ,rnbqnrk1/ppp3bp/3p4/3Ppp2/2P5/2N1BP2/PP1Q2PP/R3KBNR w KQ - 0 10,e3h6 d8h4 g2g3 h4h6 d2h6 g7h6,1333,77,94,11960,crushing long opening,https://lichess.org/dxnXKsB5#19,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
qbLWM,rnbr2k1/ppp2pbp/6p1/4N3/2P1n3/2N1P3/PP2BPPP/R1B2RK1 w - - 1 11,e5f7 e4c3 f7d8 c3e2,1642,74,91,1758,advantage opening short,https://lichess.org/aD2UsaOJ#21,Kings_Indian_Defense Kings_Indian_Defense_Semi-Classical_Variation
qe5Kt,rnbr2k1/pp3pbp/2p3p1/4N3/2P1n3/2N5/PP2BPPP/R1B2RK1 w - - 0 11,e5c6 e4c3 c6d8 c3e2,1669,75,94,725,advantage opening short,https://lichess.org/Yr7SBsU6#21,Kings_Indian_Defense Kings_Indian_Defense_Exchange_Variation
qebra,r1bq1rk1/pp3pbp/2n1p1p1/3N4/4PP2/P7/1P2B1PP/1RBQ1RK1 w - - 0 16,d5c3 d8b6 g1h1 g7c3,1927,74,95,1958,crushing opening short,https://lichess.org/rlVG8nug#31,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
qk5MD,r1br2k1/ppp1npbp/6p1/4N3/2P1n3/P1N5/1P2BPPP/R1B2RK1 w - - 0 12,e5f7 e4c3 f7d8 c3e2,1775,78,65,226,advantage opening short,https://lichess.org/HMSRR3Ot#23,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
ql7oH,rn1r2k1/pp1qppbp/4b1p1/3PP3/2p2B2/2N3P1/PP4BP/R2QR1K1 b - - 0 15,e6h3 e5e6 h3e6 d5e6,1383,76,68,153,advantage opening short,https://lichess.org/IYSaxiNH/black#30,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
qolUT,r1bqk1r1/pppnbpp1/3pp3/7p/4PPn1/1P1P1N2/PBPNQ1PP/R3KB1R w KQq - 5 9,h2h3 e7h4 e1d1 g4f2 d1c1 f2h1,946,93,94,848,advantage exposedKing fork long opening,https://lichess.org/RiXXXvIh#17,French_Defense French_Defense_Kings_Indian_Attack
qos8y,2rq1rk1/pb3pbp/1p2pnp1/3pB3/PPP5/6P1/3NPPBP/2RQ1RK1 b - - 0 15,d5c4 g2b7,1563,76,91,1084,advantage hangingPiece oneMove opening,https://lichess.org/LAaSBBsh/black#30,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense
qp5ON,r1bq1rk1/p3npbp/5np1/3Pp3/8/2N1BP2/PP1QN1PP/3RKB1R b K - 0 13,e7d5 c3d5 d8d5 d2d5 f6d5 d1d5,1027,76,99,1512,advantage long master opening,https://lichess.org/swlKu48e/black#26,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
qq0g3,rnbq1rk1/pp2ppbp/6p1/2pnN3/2P5/2N5/PP3PPP/R1BQKB1R w KQ - 0 9,e5g6 d5c3 d1d8 f8d8,1607,75,84,268,crushing opening short,https://lichess.org/UKiGmn46#17,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
quTJW,r1bq1rk1/pp2ppbp/2p2np1/4P3/2P5/2N5/PP2BPPP/R1BQ1RK1 b - - 0 10,f6g4 e2g4 d8d1 g4d1,1479,74,89,3654,advantage opening short,https://lichess.org/ISDk04CM/black#20,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
qvqf7,r1bqnrk1/1p1nppbp/p2p2p1/2P3P1/2P1P2P/2N1B3/PP2BP2/R2QK1NR b KQ - 0 10,d7c5 e3c5 g7c3 b2c3,1380,76,95,8524,advantage master opening short,https://lichess.org/XrFPyEQh/black#20,Kings_Indian_Defense Kings_Indian_Defense_Semi-Averbakh_System
qyxPy,r3kQn1/pp1q2br/2n1b1Np/2p1p3/P2pP3/3P2PB/1PP4P/RNB2RK1 b q - 6 16,g7f8 f1f8,913,86,99,1788,mate mateIn1 oneMove opening,https://lichess.org/Ax24GXlf/black#32,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
r1F8i,rn1qr1k1/ppp2pbp/3p1np1/4p3/2PP2b1/1PNBPN2/PB3PPP/R2QK2R w KQ - 0 9,e1g1 e5e4 d3e2 e4f3,1381,76,83,989,advantage fork opening short,https://lichess.org/9VWalXos#17,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
r4bgB,rn1q1rk1/pp3ppp/2pbp3/8/4b1P1/5N1P/PPP2PB1/R1BQR1K1 w - - 0 13,e1e4 d6h2 g1h2 d8d1,968,82,83,164,advantage discoveredAttack opening short,https://lichess.org/4sbbTfPR#25,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
r5enD,r2q1rk1/ppp2pb1/3p1np1/3Pp3/2PnP1b1/2NBBP2/PP2N3/R2Q1RK1 w - - 0 14,f3g4 f6g4,1403,77,90,2356,advantage oneMove opening,https://lichess.org/LB6xEwqg#27,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
r80WT,rn1qk1nr/pbpp2pp/1p1b4/5p2/8/2PPBN2/PP3PPP/RN1QKB1R w KQkq - 2 7,e3g5 b7f3 d1f3 d8g5 f3a8 g5c1,1634,75,91,1102,capturingDefender crushing long opening sacrifice,https://lichess.org/eTNyBexx#13,French_Defense French_Defense_Kings_Indian_Attack
r9JbE,rnb2rk1/ppp1qpbp/5np1/3Np1B1/2P1P3/5N2/PP2BPPP/R2QK2R b KQ - 3 9,e7d6 d5f6 g7f6 d1d6 c7d6 g5f6,1570,76,96,23368,capturingDefender crushing discoveredAttack kingsideAttack long opening,https://lichess.org/1bRYwfNt/black#18,Kings_Indian_Defense Kings_Indian_Defense_Exchange_Variation
r9aGY,r1q2rk1/1pp1ppbp/p4np1/3Nn3/2P5/4BB2/PP3PPP/2RQ1RK1 b - - 1 13,e7e6 d5e7 g8h8 e7c8,1186,80,93,994,crushing fork opening short,https://lichess.org/zYUqiLDt/black#26,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
rCClj,r2q1rk1/p2b1pbp/1n1p1np1/2pP4/1p2PP2/1P5P/PBB1N1P1/RN1Q1RK1 b - - 1 16,f6d5 b2g7 g8g7 e4d5,1574,77,85,749,advantage intermezzo opening short,https://lichess.org/Jdf2R5k2/black#32,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation
rF6Qz,r1b2rk1/2p1qppp/1pn2n2/p1b1p3/2N1P3/5NP1/PPP1QPBP/R1BR2K1 w - - 0 12,c4e5 c6e5 f3e5 e7e5,1111,81,93,2283,crushing opening short,https://lichess.org/2UQDMuLO#23,French_Defense French_Defense_Kings_Indian_Attack
rHCnK,r1bqnrk1/ppp3bp/3p2n1/3Pp1N1/2P2p1P/2NB4/PP1B1PP1/R2Q1RK1 b - - 0 14,g6h4 d3h7 g8h8 d1h5 d8g5 h5g5,1912,75,95,1408,crushing kingsideAttack long opening,https://lichess.org/Yxqd4Hnn/black#28,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
rILjp,r1bq1rk1/pp1pnpbp/4p1p1/5P2/3pP3/3P2P1/PPPN2BP/R1BQ1RK1 b - - 0 10,d7d5 f5f6 g7f6 f1f6,1479,75,97,4169,crushing fork master opening short,https://lichess.org/dJbjQrtx/black#20,French_Defense French_Defense_Kings_Indian_Attack
rJuo0,r2qnrk1/pp1n2bp/3p2pB/2pP1b2/2P1p3/2N5/PP2BPPP/R1Q1NRK1 b - - 1 13,d8h4 h6g5 h4g5 c1g5,1686,74,92,1469,crushing opening short trappedPiece,https://lichess.org/ZeCJQfkA/black#26,Kings_Indian_Defense Kings_Indian_Defense_Larsen_Variation
rMGKE,r1bqr1k1/ppp1ppbp/6p1/4n2n/2P3P1/2N1BN1P/PP3P2/R2QKB1R w KQ - 0 11,d1d8 e5f3 e1e2 e8d8,1472,76,90,1683,advantage hangingPiece intermezzo opening short,https://lichess.org/kQaVH44p#21,Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation
rQTj0,r2qkb1r/ppp3pp/4pn2/3p2B1/6b1/2P3P1/PP2PP1P/RN1QKB1R b KQkq - 1 8,f8e7 g5f6 e7f6 d1a4 d8d7 a4g4,1842,74,96,9652,advantage exposedKing fork long opening,https://lichess.org/XNRg5BRo/black#16,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
rSfCn,r2q1rk1/pbpnp1bp/1p2p1p1/7n/2PN4/2N4P/PP2BPP1/R1BQ1RK1 b - - 1 12,h5f4 c1f4 d7c5 f4e3,1951,75,89,1552,advantage defensiveMove opening short,https://lichess.org/WdqL7UIm/black#24,Kings_Indian_Defense Kings_Indian_Defense_Orthodox_Variation
rW0HB,r2qkb1r/pb3ppp/5n2/3pp1B1/8/2N3P1/PP2PPBP/R2QK2R b KQkq - 3 10,f8b4 d1a4 d8d7 a4b4,1528,81,77,154,crushing fork opening short,https://lichess.org/Jc4wydbe/black#20,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
raQSe,rnbq1rk1/1pp2pbp/6p1/p3N3/2P1n3/2NB4/PP3PPP/R1BQ1RK1 w - - 0 10,e5f7 e4c3 f7d8 c3d1,1717,76,89,1590,advantage opening short,https://lichess.org/sBnWMNlK#19,Kings_Indian_Defense Kings_Indian_Defense_Other_variations
raf7h,r1bqr1k1/pppnp1bp/2n3p1/4p3/2P5/2N1BN2/PP2BPPP/R2Q1RK1 b - - 1 12,b7b6 d1d5 e7e6 d5c6,1324,77,62,111,crushing fork opening short,https://lichess.org/17CVTu8C/black#24,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
rcOg0,r1bbqrk1/1pp2p1p/p1np2p1/3Np3/1PP1P3/3P1NP1/P4PBP/R2Q1RK1 b - - 0 12,c6e7 d5f6 g8g7 f6e8,1030,85,93,426,crushing fork opening short,https://lichess.org/Zyoxwb0N/black#24,Kings_Indian_Attack Kings_Indian_Attack_Symmetrical_Defense
rdVP1,r1bq1rk1/pp4bp/2n5/2p1np1Q/2Pp3N/3P2P1/PP1N2BP/R1B2RK1 b - - 1 14,e5d3 g2d5 d8d5 c4d5,1518,74,92,458,crushing master opening short,https://lichess.org/hgY4YCNI/black#28,Kings_Indian_Attack Kings_Indian_Attack_French_Variation
re3ir,rnbqr1k1/ppp2pbp/5np1/4N3/2P5/6P1/PP2PPBP/RNBQ1RK1 w - - 1 9,b1c3 d8d1 f1d1 e8e5,1063,79,86,503,advantage opening short,https://lichess.org/jnUBCWmK#17,Kings_Indian_Defense Kings_Indian_Defense_Normal_Variation
rlL2h,rnb1r1k1/ppp2p1p/6p1/4b3/2P4q/5N1P/PP3NP1/R1BQKB1R w KQ - 2 12,f3h4 e5c3,1614,81,76,224,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/IYlyACRo#23,Kings_Indian_Defense Kings_Indian_Defense_Makogonov_Variation
rpNDh,rn1qk2r/pp3pp1/2p1pn1p/2b2b2/4P3/5NP1/PPPN1PBP/R1BQR1K1 b kq - 0 9,f5e4 d2e4 d8d1 e4f6 g7f6 e1d1,1523,74,91,2246,crushing intermezzo long opening sacrifice,https://lichess.org/ZCvEIIzQ/black#18,Kings_Indian_Attack Kings_Indian_Attack_Other_variations
